cod_municipio;municipio;ano;mes;periodo;internacoes;;;;;;
320390;NOVA VENECIA;2025;2;2025-02;33;;;;;;
320390;NOVA VENECIA;2025;3;2025-03;23;;;;;;
320390;NOVA VENECIA;2025;4;2025-04;28;;;;;;
320390;NOVA VENECIA;2025;5;2025-05;44;;;;;;
320390;NOVA VENECIA;2025;6;2025-06;53;;;;;;
320390;NOVA VENECIA;2025;7;2025-07;59;;;;;;
320390;NOVA VENECIA;2025;8;2025-08;49;;;;;;
320390;NOVA VENECIA;2025;9;2025-09;38;;;;;;
320390;NOVA VENECIA;2025;10;2025-10;47;;;;;;
320390;NOVA VENECIA;2025;11;2025-11;28;;;;;;
320390;NOVA VENECIA;2025;12;2025-12;22;;;;;;
320400;PANCAS;2024;1;2024-01;1;;;;;;
320400;PANCAS;2024;2;2024-02;3;;;;;;
320400;PANCAS;2024;3;2024-03;3;;;;;;
320400;PANCAS;2024;4;2024-04;4;;;;;;
320400;PANCAS;2024;5;2024-05;2;;;;;;
320400;PANCAS;2024;6;2024-06;4;;;;;;
320400;PANCAS;2024;7;2024-07;4;;;;;;
320400;PANCAS;2024;8;2024-08;1;;;;;;
320400;PANCAS;2024;9;2024-09;6;;;;;;
320400;PANCAS;2024;10;2024-10;1;;;;;;
320400;PANCAS;2024;11;2024-11;1;;;;;;
320400;PANCAS;2024;12;2024-12;1;;;;;;
320400;PANCAS;2025;1;2025-01;1;;;;;;
320400;PANCAS;2025;2;2025-02;3;;;;;;
320400;PANCAS;2025;3;2025-03;4;;;;;;
320400;PANCAS;2025;4;2025-04;1;;;;;;
320400;PANCAS;2025;5;2025-05;6;;;;;;
320400;PANCAS;2025;6;2025-06;2;;;;;;
320400;PANCAS;2025;7;2025-07;6;;;;;;
320400;PANCAS;2025;8;2025-08;1;;;;;;
320400;PANCAS;2025;9;2025-09;6;;;;;;
320400;PANCAS;2025;10;2025-10;-;;;;;;
320400;PANCAS;2025;11;2025-11;-;;;;;;
320400;PANCAS;2025;12;2025-12;-;;;;;;
320405;PEDRO CANARIO;2024;1;2024-01;11;;;;;;
320405;PEDRO CANARIO;2024;2;2024-02;6;;;;;;
320405;PEDRO CANARIO;2024;3;2024-03;2;;;;;;
320405;PEDRO CANARIO;2024;4;2024-04;19;;;;;;
320405;PEDRO CANARIO;2024;5;2024-05;32;;;;;;
320405;PEDRO CANARIO;2024;6;2024-06;27;;;;;;
320405;PEDRO CANARIO;2024;7;2024-07;27;;;;;;
320405;PEDRO CANARIO;2024;8;2024-08;20;;;;;;
320405;PEDRO CANARIO;2024;9;2024-09;30;;;;;;
320405;PEDRO CANARIO;2024;10;2024-10;28;;;;;;
320405;PEDRO CANARIO;2024;11;2024-11;18;;;;;;
320405;PEDRO CANARIO;2024;12;2024-12;22;;;;;;
320405;PEDRO CANARIO;2025;1;2025-01;12;;;;;;
320405;PEDRO CANARIO;2025;2;2025-02;3;;;;;;
320405;PEDRO CANARIO;2025;3;2025-03;15;;;;;;
320405;PEDRO CANARIO;2025;4;2025-04;13;;;;;;
320405;PEDRO CANARIO;2025;5;2025-05;38;;;;;;
320405;PEDRO CANARIO;2025;6;2025-06;30;;;;;;
320405;PEDRO CANARIO;2025;7;2025-07;20;;;;;;
320405;PEDRO CANARIO;2025;8;2025-08;21;;;;;;
320405;PEDRO CANARIO;2025;9;2025-09;30;;;;;;
320405;PEDRO CANARIO;2025;10;2025-10;9;;;;;;
320405;PEDRO CANARIO;2025;11;2025-11;29;;;;;;
320405;PEDRO CANARIO;2025;12;2025-12;21;;;;;;
320410;PINHEIROS;2024;1;2024-01;13;;;;;;
320410;PINHEIROS;2024;2;2024-02;11;;;;;;
320410;PINHEIROS;2024;3;2024-03;14;;;;;;
320410;PINHEIROS;2024;4;2024-04;19;;;;;;
320410;PINHEIROS;2024;5;2024-05;14;;;;;;
320410;PINHEIROS;2024;6;2024-06;26;;;;;;
320410;PINHEIROS;2024;7;2024-07;15;;;;;;
320410;PINHEIROS;2024;8;2024-08;17;;;;;;
320410;PINHEIROS;2024;9;2024-09;15;;;;;;
320410;PINHEIROS;2024;10;2024-10;15;;;;;;
320410;PINHEIROS;2024;11;2024-11;22;;;;;;
320410;PINHEIROS;2024;12;2024-12;13;;;;;;
320410;PINHEIROS;2025;1;2025-01;13;;;;;;
320410;PINHEIROS;2025;2;2025-02;12;;;;;;
320410;PINHEIROS;2025;3;2025-03;8;;;;;;
320410;PINHEIROS;2025;4;2025-04;11;;;;;;
320410;PINHEIROS;2025;5;2025-05;14;;;;;;
320410;PINHEIROS;2025;6;2025-06;12;;;;;;
320410;PINHEIROS;2025;7;2025-07;23;;;;;;
320410;PINHEIROS;2025;8;2025-08;10;;;;;;
320410;PINHEIROS;2025;9;2025-09;15;;;;;;
320410;PINHEIROS;2025;10;2025-10;14;;;;;;
320410;PINHEIROS;2025;11;2025-11;16;;;;;;
320410;PINHEIROS;2025;12;2025-12;12;;;;;;
320435;RIO BANANAL;2024;1;2024-01;2;;;;;;
320435;RIO BANANAL;2024;2;2024-02;-;;;;;;
320435;RIO BANANAL;2024;3;2024-03;1;;;;;;
320435;RIO BANANAL;2024;4;2024-04;1;;;;;;
320435;RIO BANANAL;2024;5;2024-05;5;;;;;;
320435;RIO BANANAL;2024;6;2024-06;17;;;;;;
320435;RIO BANANAL;2024;7;2024-07;2;;;;;;
320435;RIO BANANAL;2024;8;2024-08;1;;;;;;
320435;RIO BANANAL;2024;9;2024-09;1;;;;;;
320435;RIO BANANAL;2024;10;2024-10;3;;;;;;
320435;RIO BANANAL;2024;11;2024-11;-;;;;;;
320435;RIO BANANAL;2024;12;2024-12;2;;;;;;
320435;RIO BANANAL;2025;1;2025-01;3;;;;;;
320435;RIO BANANAL;2025;2;2025-02;1;;;;;;
320435;RIO BANANAL;2025;3;2025-03;1;;;;;;
320435;RIO BANANAL;2025;4;2025-04;4;;;;;;
320435;RIO BANANAL;2025;5;2025-05;1;;;;;;
320435;RIO BANANAL;2025;6;2025-06;6;;;;;;
320435;RIO BANANAL;2025;7;2025-07;2;;;;;;
320435;RIO BANANAL;2025;8;2025-08;6;;;;;;
320435;RIO BANANAL;2025;9;2025-09;1;;;;;;
320435;RIO BANANAL;2025;10;2025-10;4;;;;;;
320435;RIO BANANAL;2025;11;2025-11;-;;;;;;
320435;RIO BANANAL;2025;12;2025-12;2;;;;;;
320450;SANTA LEOPOLDINA;2024;1;2024-01;5;;;;;;
320450;SANTA LEOPOLDINA;2024;2;2024-02;6;;;;;;
320450;SANTA LEOPOLDINA;2024;3;2024-03;4;;;;;;
320450;SANTA LEOPOLDINA;2024;4;2024-04;5;;;;;;
320450;SANTA LEOPOLDINA;2024;5;2024-05;14;;;;;;
320450;SANTA LEOPOLDINA;2024;6;2024-06;3;;;;;;
320450;SANTA LEOPOLDINA;2024;7;2024-07;6;;;;;;
320450;SANTA LEOPOLDINA;2024;8;2024-08;11;;;;;;
320450;SANTA LEOPOLDINA;2024;9;2024-09;4;;;;;;
320450;SANTA LEOPOLDINA;2024;10;2024-10;4;;;;;;
320450;SANTA LEOPOLDINA;2024;11;2024-11;4;;;;;;
320450;SANTA LEOPOLDINA;2024;12;2024-12;3;;;;;;
320450;SANTA LEOPOLDINA;2025;1;2025-01;3;;;;;;
320450;SANTA LEOPOLDINA;2025;2;2025-02;2;;;;;;
320450;SANTA LEOPOLDINA;2025;3;2025-03;7;;;;;;
320450;SANTA LEOPOLDINA;2025;4;2025-04;3;;;;;;
320450;SANTA LEOPOLDINA;2025;5;2025-05;3;;;;;;
320450;SANTA LEOPOLDINA;2025;6;2025-06;3;;;;;;
320450;SANTA LEOPOLDINA;2025;7;2025-07;5;;;;;;
320450;SANTA LEOPOLDINA;2025;8;2025-08;5;;;;;;
320450;SANTA LEOPOLDINA;2025;9;2025-09;4;;;;;;
320450;SANTA LEOPOLDINA;2025;10;2025-10;3;;;;;;
320450;SANTA LEOPOLDINA;2025;11;2025-11;6;;;;;;
320450;SANTA LEOPOLDINA;2025;12;2025-12;9;;;;;;
320455;SANTA MARIA DE JETIBA;2024;1;2024-01;14;;;;;;
320455;SANTA MARIA DE JETIBA;2024;2;2024-02;18;;;;;;
320455;SANTA MARIA DE JETIBA;2024;3;2024-03;15;;;;;;
320455;SANTA MARIA DE JETIBA;2024;4;2024-04;33;;;;;;
320455;SANTA MARIA DE JETIBA;2024;5;2024-05;36;;;;;;
320455;SANTA MARIA DE JETIBA;2024;6;2024-06;19;;;;;;
320455;SANTA MARIA DE JETIBA;2024;7;2024-07;44;;;;;;
320455;SANTA MARIA DE JETIBA;2024;8;2024-08;37;;;;;;
320455;SANTA MARIA DE JETIBA;2024;9;2024-09;35;;;;;;
320455;SANTA MARIA DE JETIBA;2024;10;2024-10;25;;;;;;
320455;SANTA MARIA DE JETIBA;2024;11;2024-11;19;;;;;;
320455;SANTA MARIA DE JETIBA;2024;12;2024-12;25;;;;;;
320455;SANTA MARIA DE JETIBA;2025;1;2025-01;21;;;;;;
320455;SANTA MARIA DE JETIBA;2025;2;2025-02;25;;;;;;
320455;SANTA MARIA DE JETIBA;2025;3;2025-03;19;;;;;;
320455;SANTA MARIA DE JETIBA;2025;4;2025-04;31;;;;;;
320455;SANTA MARIA DE JETIBA;2025;5;2025-05;27;;;;;;
320455;SANTA MARIA DE JETIBA;2025;6;2025-06;33;;;;;;
320455;SANTA MARIA DE JETIBA;2025;7;2025-07;28;;;;;;
320455;SANTA MARIA DE JETIBA;2025;8;2025-08;20;;;;;;
320455;SANTA MARIA DE JETIBA;2025;9;2025-09;35;;;;;;
320455;SANTA MARIA DE JETIBA;2025;10;2025-10;12;;;;;;
320455;SANTA MARIA DE JETIBA;2025;11;2025-11;15;;;;;;
320455;SANTA MARIA DE JETIBA;2025;12;2025-12;16;;;;;;
320460;SANTA TERESA;2024;1;2024-01;17;;;;;;
320460;SANTA TERESA;2024;2;2024-02;18;;;;;;
320460;SANTA TERESA;2024;3;2024-03;21;;;;;;
320460;SANTA TERESA;2024;4;2024-04;30;;;;;;
320460;SANTA TERESA;2024;5;2024-05;36;;;;;;
320460;SANTA TERESA;2024;6;2024-06;21;;;;;;
320460;SANTA TERESA;2024;7;2024-07;44;;;;;;
320460;SANTA TERESA;2024;8;2024-08;25;;;;;;
320460;SANTA TERESA;2024;9;2024-09;29;;;;;;
320460;SANTA TERESA;2024;10;2024-10;36;;;;;;
320460;SANTA TERESA;2024;11;2024-11;17;;;;;;
320460;SANTA TERESA;2024;12;2024-12;21;;;;;;
320460;SANTA TERESA;2025;1;2025-01;28;;;;;;
320460;SANTA TERESA;2025;2;2025-02;23;;;;;;
320460;SANTA TERESA;2025;3;2025-03;24;;;;;;
320460;SANTA TERESA;2025;4;2025-04;22;;;;;;
320460;SANTA TERESA;2025;5;2025-05;40;;;;;;
320460;SANTA TERESA;2025;6;2025-06;28;;;;;;
320460;SANTA TERESA;2025;7;2025-07;33;;;;;;
320460;SANTA TERESA;2025;8;2025-08;25;;;;;;
320460;SANTA TERESA;2025;9;2025-09;29;;;;;;
320460;SANTA TERESA;2025;10;2025-10;28;;;;;;
320460;SANTA TERESA;2025;11;2025-11;23;;;;;;
320460;SANTA TERESA;2025;12;2025-12;33;;;;;;
320470;SAO GABRIEL DA PALHA;2024;1;2024-01;5;;;;;;
320470;SAO GABRIEL DA PALHA;2024;2;2024-02;1;;;;;;
320470;SAO GABRIEL DA PALHA;2024;3;2024-03;9;;;;;;
320470;SAO GABRIEL DA PALHA;2024;4;2024-04;13;;;;;;
320470;SAO GABRIEL DA PALHA;2024;5;2024-05;13;;;;;;
320470;SAO GABRIEL DA PALHA;2024;6;2024-06;11;;;;;;
320470;SAO GABRIEL DA PALHA;2024;7;2024-07;9;;;;;;
320470;SAO GABRIEL DA PALHA;2024;8;2024-08;13;;;;;;
320470;SAO GABRIEL DA PALHA;2024;9;2024-09;12;;;;;;
320470;SAO GABRIEL DA PALHA;2024;10;2024-10;10;;;;;;
320470;SAO GABRIEL DA PALHA;2024;11;2024-11;7;;;;;;
320470;SAO GABRIEL DA PALHA;2024;12;2024-12;6;;;;;;
320470;SAO GABRIEL DA PALHA;2025;1;2025-01;9;;;;;;
320470;SAO GABRIEL DA PALHA;2025;2;2025-02;2;;;;;;
320470;SAO GABRIEL DA PALHA;2025;3;2025-03;5;;;;;;
320470;SAO GABRIEL DA PALHA;2025;4;2025-04;7;;;;;;
320470;SAO GABRIEL DA PALHA;2025;5;2025-05;5;;;;;;
320470;SAO GABRIEL DA PALHA;2025;6;2025-06;10;;;;;;
320470;SAO GABRIEL DA PALHA;2025;7;2025-07;10;;;;;;
320470;SAO GABRIEL DA PALHA;2025;8;2025-08;5;;;;;;
320470;SAO GABRIEL DA PALHA;2025;9;2025-09;12;;;;;;
320470;SAO GABRIEL DA PALHA;2025;10;2025-10;17;;;;;;
320470;SAO GABRIEL DA PALHA;2025;11;2025-11;10;;;;;;
320470;SAO GABRIEL DA PALHA;2025;12;2025-12;9;;;;;;
320480;SAO JOSE DO CALCADO;2024;1;2024-01;30;;;;;;
320480;SAO JOSE DO CALCADO;2024;2;2024-02;44;;;;;;
320480;SAO JOSE DO CALCADO;2024;3;2024-03;36;;;;;;
320480;SAO JOSE DO CALCADO;2024;4;2024-04;64;;;;;;
320480;SAO JOSE DO CALCADO;2024;5;2024-05;56;;;;;;
320480;SAO JOSE DO CALCADO;2024;6;2024-06;48;;;;;;
320480;SAO JOSE DO CALCADO;2024;7;2024-07;57;;;;;;
320480;SAO JOSE DO CALCADO;2024;8;2024-08;39;;;;;;
320480;SAO JOSE DO CALCADO;2024;9;2024-09;67;;;;;;
320480;SAO JOSE DO CALCADO;2024;10;2024-10;48;;;;;;
320480;SAO JOSE DO CALCADO;2024;11;2024-11;44;;;;;;
320480;SAO JOSE DO CALCADO;2024;12;2024-12;16;;;;;;
320480;SAO JOSE DO CALCADO;2025;1;2025-01;-;;;;;;
320480;SAO JOSE DO CALCADO;2025;2;2025-02;52;;;;;;
320480;SAO JOSE DO CALCADO;2025;3;2025-03;32;;;;;;
320480;SAO JOSE DO CALCADO;2025;4;2025-04;29;;;;;;
320480;SAO JOSE DO CALCADO;2025;5;2025-05;50;;;;;;
320480;SAO JOSE DO CALCADO;2025;6;2025-06;53;;;;;;
320480;SAO JOSE DO CALCADO;2025;7;2025-07;52;;;;;;
320480;SAO JOSE DO CALCADO;2025;8;2025-08;34;;;;;;
320480;SAO JOSE DO CALCADO;2025;9;2025-09;67;;;;;;
320480;SAO JOSE DO CALCADO;2025;10;2025-10;-;;;;;;
320480;SAO JOSE DO CALCADO;2025;11;2025-11;-;;;;;;
320480;SAO JOSE DO CALCADO;2025;12;2025-12;-;;;;;;
320490;SAO MATEUS;2024;1;2024-01;134;;;;;;
320490;SAO MATEUS;2024;2;2024-02;99;;;;;;
320490;SAO MATEUS;2024;3;2024-03;138;;;;;;
320490;SAO MATEUS;2024;4;2024-04;176;;;;;;
320490;SAO MATEUS;2024;5;2024-05;171;;;;;;
320490;SAO MATEUS;2024;6;2024-06;165;;;;;;
320490;SAO MATEUS;2024;7;2024-07;146;;;;;;
320490;SAO MATEUS;2024;8;2024-08;250;;;;;;
320490;SAO MATEUS;2024;9;2024-09;221;;;;;;
320490;SAO MATEUS;2024;10;2024-10;191;;;;;;
320490;SAO MATEUS;2024;11;2024-11;140;;;;;;
320490;SAO MATEUS;2024;12;2024-12;142;;;;;;
320490;SAO MATEUS;2025;1;2025-01;169;;;;;;
320490;SAO MATEUS;2025;2;2025-02;189;;;;;;
320490;SAO MATEUS;2025;3;2025-03;118;;;;;;
320490;SAO MATEUS;2025;4;2025-04;129;;;;;;
320490;SAO MATEUS;2025;5;2025-05;132;;;;;;
320490;SAO MATEUS;2025;6;2025-06;194;;;;;;
320490;SAO MATEUS;2025;7;2025-07;190;;;;;;
320490;SAO MATEUS;2025;8;2025-08;194;;;;;;
320490;SAO MATEUS;2025;9;2025-09;221;;;;;;
320490;SAO MATEUS;2025;10;2025-10;160;;;;;;
320490;SAO MATEUS;2025;11;2025-11;157;;;;;;
320490;SAO MATEUS;2025;12;2025-12;129;;;;;;
320500;SERRA;2024;1;2024-01;107;;;;;;
320500;SERRA;2024;2;2024-02;77;;;;;;
320500;SERRA;2024;3;2024-03;102;;;;;;
320500;SERRA;2024;4;2024-04;78;;;;;;
320500;SERRA;2024;5;2024-05;116;;;;;;
320500;SERRA;2024;6;2024-06;116;;;;;;
320500;SERRA;2024;7;2024-07;162;;;;;;
320500;SERRA;2024;8;2024-08;274;;;;;;
320500;SERRA;2024;9;2024-09;386;;;;;;
320500;SERRA;2024;10;2024-10;171;;;;;;
320500;SERRA;2024;11;2024-11;220;;;;;;
320500;SERRA;2024;12;2024-12;172;;;;;;
320500;SERRA;2025;1;2025-01;144;;;;;;
320500;SERRA;2025;2;2025-02;160;;;;;;
320500;SERRA;2025;3;2025-03;183;;;;;;
320500;SERRA;2025;4;2025-04;268;;;;;;
320500;SERRA;2025;5;2025-05;326;;;;;;
320500;SERRA;2025;6;2025-06;371;;;;;;
320500;SERRA;2025;7;2025-07;295;;;;;;
320500;SERRA;2025;8;2025-08;319;;;;;;
320500;SERRA;2025;9;2025-09;386;;;;;;
320500;SERRA;2025;10;2025-10;229;;;;;;
320500;SERRA;2025;11;2025-11;297;;;;;;
320500;SERRA;2025;12;2025-12;251;;;;;;
320503;VARGEM ALTA;2024;1;2024-01;8;;;;;;
320503;VARGEM ALTA;2024;2;2024-02;3;;;;;;
320503;VARGEM ALTA;2024;3;2024-03;11;;;;;;
320503;VARGEM ALTA;2024;4;2024-04;10;;;;;;
320503;VARGEM ALTA;2024;5;2024-05;13;;;;;;
320503;VARGEM ALTA;2024;6;2024-06;6;;;;;;
320503;VARGEM ALTA;2024;7;2024-07;13;;;;;;
320503;VARGEM ALTA;2024;8;2024-08;15;;;;;;
320503;VARGEM ALTA;2024;9;2024-09;11;;;;;;
320503;VARGEM ALTA;2024;10;2024-10;14;;;;;;
320503;VARGEM ALTA;2024;11;2024-11;13;;;;;;
320503;VARGEM ALTA;2024;12;2024-12;12;;;;;;
320503;VARGEM ALTA;2025;1;2025-01;9;;;;;;
320503;VARGEM ALTA;2025;2;2025-02;8;;;;;;
320503;VARGEM ALTA;2025;3;2025-03;7;;;;;;
320503;VARGEM ALTA;2025;4;2025-04;9;;;;;;
320503;VARGEM ALTA;2025;5;2025-05;14;;;;;;
320503;VARGEM ALTA;2025;6;2025-06;15;;;;;;
320503;VARGEM ALTA;2025;7;2025-07;15;;;;;;
320503;VARGEM ALTA;2025;8;2025-08;9;;;;;;
320503;VARGEM ALTA;2025;9;2025-09;11;;;;;;
320503;VARGEM ALTA;2025;10;2025-10;6;;;;;;
320503;VARGEM ALTA;2025;11;2025-11;10;;;;;;
320503;VARGEM ALTA;2025;12;2025-12;6;;;;;;
320506;VENDA NOVA DO IMIGRANTE;2024;1;2024-01;12;;;;;;
320506;VENDA NOVA DO IMIGRANTE;2024;2;2024-02;21;;;;;;
320506;VENDA NOVA DO IMIGRANTE;2024;3;2024-03;26;;;;;;
320506;VENDA NOVA DO IMIGRANTE;2024;4;2024-04;20;;;;;;
320506;VENDA NOVA DO IMIGRANTE;2024;5;2024-05;24;;;;;;
320506;VENDA NOVA DO IMIGRANTE;2024;6;2024-06;47;;;;;;
320506;VENDA NOVA DO IMIGRANTE;2024;7;2024-07;28;;;;;;
320506;VENDA NOVA DO IMIGRANTE;2024;8;2024-08;29;;;;;;
320506;VENDA NOVA DO IMIGRANTE;2024;9;2024-09;26;;;;;;
320506;VENDA NOVA DO IMIGRANTE;2024;10;2024-10;47;;;;;;
320506;VENDA NOVA DO IMIGRANTE;2024;11;2024-11;45;;;;;;
320506;VENDA NOVA DO IMIGRANTE;2024;12;2024-12;60;;;;;;
320506;VENDA NOVA DO IMIGRANTE;2025;1;2025-01;23;;;;;;
320506;VENDA NOVA DO IMIGRANTE;2025;2;2025-02;29;;;;;;
320506;VENDA NOVA DO IMIGRANTE;2025;3;2025-03;32;;;;;;
320506;VENDA NOVA DO IMIGRANTE;2025;4;2025-04;27;;;;;;
320506;VENDA NOVA DO IMIGRANTE;2025;5;2025-05;39;;;;;;
320506;VENDA NOVA DO IMIGRANTE;2025;6;2025-06;37;;;;;;
320506;VENDA NOVA DO IMIGRANTE;2025;7;2025-07;32;;;;;;
320506;VENDA NOVA DO IMIGRANTE;2025;8;2025-08;25;;;;;;
320506;VENDA NOVA DO IMIGRANTE;2025;9;2025-09;26;;;;;;
320506;VENDA NOVA DO IMIGRANTE;2025;10;2025-10;24;;;;;;
320506;VENDA NOVA DO IMIGRANTE;2025;11;2025-11;29;;;;;;
320506;VENDA NOVA DO IMIGRANTE;2025;12;2025-12;27;;;;;;
320520;VILA VELHA;2024;1;2024-01;306;;;;;;
320520;VILA VELHA;2024;2;2024-02;317;;;;;;
320520;VILA VELHA;2024;3;2024-03;298;;;;;;
320520;VILA VELHA;2024;4;2024-04;325;;;;;;
320520;VILA VELHA;2024;5;2024-05;330;;;;;;
320520;VILA VELHA;2024;6;2024-06;367;;;;;;
320520;VILA VELHA;2024;7;2024-07;400;;;;;;
320520;VILA VELHA;2024;8;2024-08;513;;;;;;
320520;VILA VELHA;2024;9;2024-09;548;;;;;;
320520;VILA VELHA;2024;10;2024-10;452;;;;;;
320520;VILA VELHA;2024;11;2024-11;391;;;;;;
320520;VILA VELHA;2024;12;2024-12;340;;;;;;
320520;VILA VELHA;2025;1;2025-01;353;;;;;;
320520;VILA VELHA;2025;2;2025-02;263;;;;;;
320520;VILA VELHA;2025;3;2025-03;281;;;;;;
320520;VILA VELHA;2025;4;2025-04;296;;;;;;
320520;VILA VELHA;2025;5;2025-05;729;;;;;;
320520;VILA VELHA;2025;6;2025-06;430;;;;;;
320520;VILA VELHA;2025;7;2025-07;388;;;;;;
320520;VILA VELHA;2025;8;2025-08;383;;;;;;
320520;VILA VELHA;2025;9;2025-09;548;;;;;;
320520;VILA VELHA;2025;10;2025-10;436;;;;;;
320520;VILA VELHA;2025;11;2025-11;360;;;;;;
320520;VILA VELHA;2025;12;2025-12;345;;;;;;
320530;VITORIA;2024;1;2024-01;51;;;;;;
320530;VITORIA;2024;2;2024-02;64;;;;;;
320530;VITORIA;2024;3;2024-03;217;;;;;;
320530;VITORIA;2024;4;2024-04;360;;;;;;
320530;VITORIA;2024;5;2024-05;266;;;;;;
320530;VITORIA;2024;6;2024-06;288;;;;;;
320530;VITORIA;2024;7;2024-07;237;;;;;;
320530;VITORIA;2024;8;2024-08;228;;;;;;
320530;VITORIA;2024;9;2024-09;232;;;;;;
320530;VITORIA;2024;10;2024-10;215;;;;;;
320530;VITORIA;2024;11;2024-11;187;;;;;;
320530;VITORIA;2024;12;2024-12;127;;;;;;
320530;VITORIA;2025;1;2025-01;115;;;;;;
320530;VITORIA;2025;2;2025-02;136;;;;;;
320530;VITORIA;2025;3;2025-03;127;;;;;;
320530;VITORIA;2025;4;2025-04;243;;;;;;
320530;VITORIA;2025;5;2025-05;250;;;;;;
320530;VITORIA;2025;6;2025-06;230;;;;;;
320530;VITORIA;2025;7;2025-07;236;;;;;;
320530;VITORIA;2025;8;2025-08;193;;;;;;
320530;VITORIA;2025;9;2025-09;232;;;;;;
320530;VITORIA;2025;10;2025-10;205;;;;;;
320530;VITORIA;2025;11;2025-11;198;;;;;;
320530;VITORIA;2025;12;2025-12;c;;;;;;
;;;;;;;;;;;
